RLDNR,RBUKRS,GJAHR,BELNR,DOCLN,RYEAR,POPER,BUDAT,BLDAT,BLART,RACCT,RCNTR,PRCTR,DRCRK,RWCUR,HSL,WSL,USNAM,STBLG
0L,3000,2024,0000104322,000001,2024,010,2024-10-25,2024-10-19,AF,780000,30000002,P300002,S,INR,11376.46,11376.46,USER022,
0L,3000,2024,0000104322,000002,2024,010,2024-10-25,2024-10-19,AF,199000,,P300002,H,INR,-11376.46,-11376.46,USER022,
0L,3000,2024,0000104323,000001,2024,010,2024-10-23,2024-10-14,AF,780000,30000002,P300002,S,INR,280615.52,280615.52,USER016,
0L,3000,2024,0000104323,000002,2024,010,2024-10-23,2024-10-14,AF,199000,,P300002,H,INR,-280615.52,-280615.52,USER016,
0L,3000,2024,0000104324,000001,2024,010,2024-10-31,2024-10-24,AF,780000,30000002,P300002,S,INR,93498.19,93498.19,USER019,
0L,3000,2024,0000104324,000002,2024,010,2024-10-31,2024-10-24,AF,199000,,P300002,H,INR,-93498.19,-93498.19,USER019,
0L,3000,2024,0000104325,000001,2024,010,2024-10-30,2024-10-29,AF,780000,30000002,P300002,S,INR,14199.28,14199.28,USER010,
0L,3000,2024,0000104325,000002,2024,010,2024-10-30,2024-10-29,AF,199000,,P300002,H,INR,-14199.28,-14199.28,USER010,
0L,3000,2024,0000104326,000001,2024,010,2024-10-29,2024-10-26,SA,600000,30000003,P300003,S,INR,598647.2,598647.2,USER012,
0L,3000,2024,0000104326,000002,2024,010,2024-10-29,2024-10-26,SA,170000,,P300003,H,INR,-598647.2,-598647.2,USER012,
0L,3000,2024,0000104327,000001,2024,010,2024-10-29,2024-10-27,SA,600000,30000003,P300003,S,INR,78288.25,78288.25,USER029,
0L,3000,2024,0000104327,000002,2024,010,2024-10-29,2024-10-27,SA,170000,,P300003,H,INR,-78288.25,-78288.25,USER029,
0L,3000,2024,0000104328,000001,2024,010,2024-10-15,2024-10-06,SA,600000,30000003,P300003,S,INR,533534.97,533534.97,USER021,
0L,3000,2024,0000104328,000002,2024,010,2024-10-15,2024-10-06,SA,170000,,P300003,H,INR,-533534.97,-533534.97,USER021,
0L,3000,2024,0000104329,000001,2024,010,2024-10-31,2024-10-27,SA,600000,30000003,P300003,S,INR,14679.57,14679.57,USER005,
0L,3000,2024,0000104329,000002,2024,010,2024-10-31,2024-10-27,SA,170000,,P300003,H,INR,-14679.57,-14679.57,USER005,
0L,3000,2024,0000104330,000001,2024,010,2024-10-29,2024-10-24,SA,610000,30000003,P300003,S,INR,23460.72,23460.72,USER027,
0L,3000,2024,0000104330,000002,2024,010,2024-10-29,2024-10-24,SA,170000,,P300003,H,INR,-23460.72,-23460.72,USER027,
0L,3000,2024,0000104331,000001,2024,010,2024-10-01,2024-09-20,SA,610000,30000003,P300003,S,INR,3432.6,3432.6,USER027,
0L,3000,2024,0000104331,000002,2024,010,2024-10-01,2024-09-20,SA,170000,,P300003,H,INR,-3432.6,-3432.6,USER027,
0L,3000,2024,0000104332,000001,2024,010,2024-10-17,2024-10-11,SA,610000,30000003,P300003,S,INR,19296.39,19296.39,USER003,
0L,3000,2024,0000104332,000002,2024,010,2024-10-17,2024-10-11,SA,170000,,P300003,H,INR,-19296.39,-19296.39,USER003,
0L,3000,2024,0000104333,000001,2024,010,2024-10-29,2024-10-23,SA,610000,30000003,P300003,S,INR,67915.29,67915.29,USER013,
0L,3000,2024,0000104333,000002,2024,010,2024-10-29,2024-10-23,SA,170000,,P300003,H,INR,-67915.29,-67915.29,USER013,
0L,3000,2024,0000104334,000001,2024,010,2024-10-09,2024-10-07,SA,610000,30000003,P300003,S,INR,5828.68,5828.68,USER034,
0L,3000,2024,0000104334,000002,2024,010,2024-10-09,2024-10-07,SA,170000,,P300003,H,INR,-5828.68,-5828.68,USER034,
0L,3000,2024,0000104335,000001,2024,010,2024-10-14,2024-10-07,SA,620000,30000003,P300003,S,INR,258798.03,258798.03,USER019,
0L,3000,2024,0000104335,000002,2024,010,2024-10-14,2024-10-07,SA,170000,,P300003,H,INR,-258798.03,-258798.03,USER019,
0L,3000,2024,0000104336,000001,2024,010,2024-10-21,2024-10-17,KR,720000,30000003,P300003,S,INR,95405.81,95405.81,USER023,
0L,3000,2024,0000104336,000002,2024,010,2024-10-21,2024-10-17,KR,160000,,P300003,H,INR,-95405.81,-95405.81,USER023,
0L,3000,2024,0000104337,000001,2024,010,2024-10-04,2024-09-26,KR,720000,30000003,P300003,S,INR,134852.42,134852.42,USER012,
0L,3000,2024,0000104337,000002,2024,010,2024-10-04,2024-09-26,KR,160000,,P300003,H,INR,-134852.42,-134852.42,USER012,
0L,3000,2024,0000104338,000001,2024,010,2024-10-01,2024-09-21,KR,720000,30000003,P300003,S,INR,11190.57,11190.57,USER019,
0L,3000,2024,0000104338,000002,2024,010,2024-10-01,2024-09-21,KR,160000,,P300003,H,INR,-11190.57,-11190.57,USER019,
0L,3000,2024,0000104339,000001,2024,010,2024-10-31,2024-10-27,KR,720000,30000003,P300003,S,INR,771.12,771.12,USER006,
0L,3000,2024,0000104339,000002,2024,010,2024-10-31,2024-10-27,KR,160000,,P300003,H,INR,-771.12,-771.12,USER006,
0L,3000,2024,0000104340,000001,2024,010,2024-10-29,2024-10-27,KR,720000,30000003,P300003,S,INR,111732.0,111732.0,USER020,
0L,3000,2024,0000104340,000002,2024,010,2024-10-29,2024-10-27,KR,160000,,P300003,H,INR,-111732.0,-111732.0,USER020,
0L,3000,2024,0000104341,000001,2024,010,2024-10-02,2024-09-30,KR,720000,30000003,P300003,S,INR,56849.3,56849.3,USER026,
0L,3000,2024,0000104341,000002,2024,010,2024-10-02,2024-09-30,KR,160000,,P300003,H,INR,-56849.3,-56849.3,USER026,
0L,3000,2024,0000104342,000001,2024,010,2024-10-18,2024-10-18,KR,720000,30000003,P300003,S,INR,172607.75,172607.75,USER009,
0L,3000,2024,0000104342,000002,2024,010,2024-10-18,2024-10-18,KR,160000,,P300003,H,INR,-172607.75,-172607.75,USER009,
0L,3000,2024,0000104343,000001,2024,010,2024-10-30,2024-10-19,KR,740000,30000003,P300003,S,INR,10680.14,10680.14,USER027,
0L,3000,2024,0000104343,000002,2024,010,2024-10-30,2024-10-19,KR,160000,,P300003,H,INR,-10680.14,-10680.14,USER027,
0L,3000,2024,0000104344,000001,2024,010,2024-10-16,2024-10-14,KR,740000,30000003,P300003,S,INR,13368.77,13368.77,USER018,
0L,3000,2024,0000104344,000002,2024,010,2024-10-16,2024-10-14,KR,160000,,P300003,H,INR,-13368.77,-13368.77,USER018,
0L,3000,2024,0000104345,000001,2024,010,2024-10-30,2024-10-22,KR,740000,30000003,P300003,S,INR,68.74,68.74,USER023,
0L,3000,2024,0000104345,000002,2024,010,2024-10-30,2024-10-22,KR,160000,,P300003,H,INR,-68.74,-68.74,USER023,
0L,3000,2024,0000104346,000001,2024,010,2024-10-10,2024-10-09,KR,740000,30000003,P300003,S,INR,6188.6,6188.6,USER036,
0L,3000,2024,0000104346,000002,2024,010,2024-10-10,2024-10-09,KR,160000,,P300003,H,INR,-6188.6,-6188.6,USER036,
0L,3000,2024,0000104347,000001,2024,010,2024-10-24,2024-10-18,KR,740000,30000003,P300003,S,INR,3763.6,3763.6,USER022,
0L,3000,2024,0000104347,000002,2024,010,2024-10-24,2024-10-18,KR,160000,,P300003,H,INR,-3763.6,-3763.6,USER022,
0L,3000,2024,0000104348,000001,2024,010,2024-10-28,2024-10-20,KR,740000,30000003,P300003,S,INR,32052.62,32052.62,USER019,
0L,3000,2024,0000104348,000002,2024,010,2024-10-28,2024-10-20,KR,160000,,P300003,H,INR,-32052.62,-32052.62,USER019,
0L,3000,2024,0000104349,000001,2024,010,2024-10-30,2024-10-22,KR,740000,30000003,P300003,S,INR,1356.33,1356.33,USER039,
0L,3000,2024,0000104349,000002,2024,010,2024-10-30,2024-10-22,KR,160000,,P300003,H,INR,-1356.33,-1356.33,USER039,
0L,3000,2024,0000104350,000001,2024,010,2024-10-03,2024-09-26,KR,740000,30000003,P300003,S,INR,34709.41,34709.41,USER026,
0L,3000,2024,0000104350,000002,2024,010,2024-10-03,2024-09-26,KR,160000,,P300003,H,INR,-34709.41,-34709.41,USER026,
0L,3000,2024,0000104351,000001,2024,010,2024-10-21,2024-10-20,KR,740000,30000003,P300003,S,INR,37956.51,37956.51,USER013,
0L,3000,2024,0000104351,000002,2024,010,2024-10-21,2024-10-20,KR,160000,,P300003,H,INR,-37956.51,-37956.51,USER013,
0L,3000,2024,0000104352,000001,2024,010,2024-10-18,2024-10-07,KR,740000,30000003,P300003,S,INR,257.84,257.84,USER005,
0L,3000,2024,0000104352,000002,2024,010,2024-10-18,2024-10-07,KR,160000,,P300003,H,INR,-257.84,-257.84,USER005,
0L,3000,2024,0000104353,000001,2024,010,2024-10-29,2024-10-24,KR,740000,30000003,P300003,S,INR,7758.55,7758.55,USER033,
0L,3000,2024,0000104353,000002,2024,010,2024-10-29,2024-10-24,KR,160000,,P300003,H,INR,-7758.55,-7758.55,USER033,
0L,3000,2024,0000104354,000001,2024,010,2024-10-23,2024-10-20,KR,740000,30000003,P300003,S,INR,54669.46,54669.46,USER028,
0L,3000,2024,0000104354,000002,2024,010,2024-10-23,2024-10-20,KR,160000,,P300003,H,INR,-54669.46,-54669.46,USER028,
0L,3000,2024,0000104355,000001,2024,010,2024-10-17,2024-10-17,KR,750000,30000003,P300003,S,INR,32646.12,32646.12,USER018,
0L,3000,2024,0000104355,000002,2024,010,2024-10-17,2024-10-17,KR,160000,,P300003,H,INR,-32646.12,-32646.12,USER018,
0L,3000,2024,0000104356,000001,2024,010,2024-10-31,2024-10-30,KR,750000,30000003,P300003,S,INR,207911.6,207911.6,USER018,
0L,3000,2024,0000104356,000002,2024,010,2024-10-31,2024-10-30,KR,160000,,P300003,H,INR,-207911.6,-207911.6,USER018,
0L,3000,2024,0000104357,000001,2024,010,2024-10-03,2024-10-03,KR,750000,30000003,P300003,S,INR,149671.37,149671.37,USER003,
0L,3000,2024,0000104357,000002,2024,010,2024-10-03,2024-10-03,KR,160000,,P300003,H,INR,-149671.37,-149671.37,USER003,
0L,3000,2024,0000104358,000001,2024,010,2024-10-29,2024-10-28,KR,750000,30000003,P300003,S,INR,3611.18,3611.18,USER009,
0L,3000,2024,0000104358,000002,2024,010,2024-10-29,2024-10-28,KR,160000,,P300003,H,INR,-3611.18,-3611.18,USER009,
0L,3000,2024,0000104359,000001,2024,010,2024-10-31,2024-10-24,AF,780000,30000003,P300003,S,INR,12122.48,12122.48,USER018,
0L,3000,2024,0000104359,000002,2024,010,2024-10-31,2024-10-24,AF,199000,,P300003,H,INR,-12122.48,-12122.48,USER018,
0L,3000,2024,0000104360,000001,2024,010,2024-10-31,2024-10-23,AF,780000,30000003,P300003,S,INR,136533.39,136533.39,USER030,
0L,3000,2024,0000104360,000002,2024,010,2024-10-31,2024-10-23,AF,199000,,P300003,H,INR,-136533.39,-136533.39,USER030,
0L,3000,2024,0000104361,000001,2024,010,2024-10-02,2024-10-01,AF,780000,30000003,P300003,S,INR,10609.42,10609.42,USER008,
0L,3000,2024,0000104361,000002,2024,010,2024-10-02,2024-10-01,AF,199000,,P300003,H,INR,-10609.42,-10609.42,USER008,
0L,3000,2024,0000104362,000001,2024,010,2024-10-15,2024-10-10,AF,780000,30000003,P300003,S,INR,17908.48,17908.48,USER020,
0L,3000,2024,0000104362,000002,2024,010,2024-10-15,2024-10-10,AF,199000,,P300003,H,INR,-17908.48,-17908.48,USER020,
0L,3000,2024,0000104363,000001,2024,010,2024-10-29,2024-10-23,AF,780000,30000003,P300003,S,INR,6305.43,6305.43,USER021,
0L,3000,2024,0000104363,000002,2024,010,2024-10-29,2024-10-23,AF,199000,,P300003,H,INR,-6305.43,-6305.43,USER021,
0L,3000,2024,0000104364,000001,2024,010,2024-10-02,2024-09-28,AF,780000,30000003,P300003,S,INR,4292.61,4292.61,USER039,
0L,3000,2024,0000104364,000002,2024,010,2024-10-02,2024-09-28,AF,199000,,P300003,H,INR,-4292.61,-4292.61,USER039,
0L,3000,2024,0000104365,000001,2024,010,2024-10-01,2024-09-22,AF,780000,30000003,P300003,S,INR,126858.19,126858.19,USER025,
0L,3000,2024,0000104365,000002,2024,010,2024-10-01,2024-09-22,AF,199000,,P300003,H,INR,-126858.19,-126858.19,USER025,
0L,3000,2024,0000104366,000001,2024,010,2024-10-30,2024-10-28,AF,780000,30000003,P300003,S,INR,41888.81,41888.81,USER025,
0L,3000,2024,0000104366,000002,2024,010,2024-10-30,2024-10-28,AF,199000,,P300003,H,INR,-41888.81,-41888.81,USER025,
0L,3000,2024,0000104367,000001,2024,010,2024-10-08,2024-09-27,AF,780000,30000003,P300003,S,INR,64296.4,64296.4,USER008,
0L,3000,2024,0000104367,000002,2024,010,2024-10-08,2024-09-27,AF,199000,,P300003,H,INR,-64296.4,-64296.4,USER008,
0L,3000,2024,0000104368,000001,2024,010,2024-10-31,2024-10-27,AF,780000,30000003,P300003,S,INR,42055.7,42055.7,USER029,
0L,3000,2024,0000104368,000002,2024,010,2024-10-31,2024-10-27,AF,199000,,P300003,H,INR,-42055.7,-42055.7,USER029,
0L,3000,2024,0000104369,000001,2024,010,2024-10-10,2024-10-01,SA,600000,30000004,P300004,S,INR,1099050.8,1099050.8,USER021,
0L,3000,2024,0000104369,000002,2024,010,2024-10-10,2024-10-01,SA,170000,,P300004,H,INR,-1099050.8,-1099050.8,USER021,
0L,3000,2024,0000104370,000001,2024,010,2024-10-30,2024-10-25,SA,600000,30000004,P300004,S,INR,420512.24,420512.24,USER037,
0L,3000,2024,0000104370,000002,2024,010,2024-10-30,2024-10-25,SA,170000,,P300004,H,INR,-420512.24,-420512.24,USER037,
0L,3000,2024,0000104371,000001,2024,010,2024-10-31,2024-10-23,SA,600000,30000004,P300004,S,INR,73984.65,73984.65,USER023,
0L,3000,2024,0000104371,000002,2024,010,2024-10-31,2024-10-23,SA,170000,,P300004,H,INR,-73984.65,-73984.65,USER023,
0L,3000,2024,0000104372,000001,2024,010,2024-10-30,2024-10-23,SA,600000,30000004,P300004,S,INR,173159.06,173159.06,USER038,
0L,3000,2024,0000104372,000002,2024,010,2024-10-30,2024-10-23,SA,170000,,P300004,H,INR,-173159.06,-173159.06,USER038,
0L,3000,2024,0000104373,000001,2024,010,2024-10-01,2024-09-27,SA,620000,30000004,P300004,S,INR,3439.55,3439.55,USER004,
0L,3000,2024,0000104373,000002,2024,010,2024-10-01,2024-09-27,SA,170000,,P300004,H,INR,-3439.55,-3439.55,USER004,
0L,3000,2024,0000104374,000001,2024,010,2024-10-30,2024-10-29,SA,620000,30000004,P300004,S,INR,5682.1,5682.1,USER035,
0L,3000,2024,0000104374,000002,2024,010,2024-10-30,2024-10-29,SA,170000,,P300004,H,INR,-5682.1,-5682.1,USER035,
0L,3000,2024,0000104375,000001,2024,010,2024-10-03,2024-09-26,SA,620000,30000004,P300004,S,INR,39579.44,39579.44,USER036,
0L,3000,2024,0000104375,000002,2024,010,2024-10-03,2024-09-26,SA,170000,,P300004,H,INR,-39579.44,-39579.44,USER036,
0L,3000,2024,0000104376,000001,2024,010,2024-10-03,2024-09-28,SA,620000,30000004,P300004,S,INR,35396.57,35396.57,USER011,
0L,3000,2024,0000104376,000002,2024,010,2024-10-03,2024-09-28,SA,170000,,P300004,H,INR,-35396.57,-35396.57,USER011,
0L,3000,2024,0000104377,000001,2024,010,2024-10-22,2024-10-15,SA,620000,30000004,P300004,S,INR,1716.03,1716.03,USER011,
0L,3000,2024,0000104377,000002,2024,010,2024-10-22,2024-10-15,SA,170000,,P300004,H,INR,-1716.03,-1716.03,USER011,
0L,3000,2024,0000104378,000001,2024,010,2024-10-14,2024-10-09,SA,620000,30000004,P300004,S,INR,197.44,197.44,USER021,
0L,3000,2024,0000104378,000002,2024,010,2024-10-14,2024-10-09,SA,170000,,P300004,H,INR,-197.44,-197.44,USER021,
0L,3000,2024,0000104379,000001,2024,010,2024-10-23,2024-10-17,SA,620000,30000004,P300004,S,INR,1718.75,1718.75,USER011,
0L,3000,2024,0000104379,000002,2024,010,2024-10-23,2024-10-17,SA,170000,,P300004,H,INR,-1718.75,-1718.75,USER011,
0L,3000,2024,0000104380,000001,2024,010,2024-10-31,2024-10-22,SA,620000,30000004,P300004,S,INR,11481.21,11481.21,USER028,
0L,3000,2024,0000104380,000002,2024,010,2024-10-31,2024-10-22,SA,170000,,P300004,H,INR,-11481.21,-11481.21,USER028,
0L,3000,2024,0000104381,000001,2024,010,2024-10-29,2024-10-18,SA,620000,30000004,P300004,S,INR,1381.23,1381.23,USER005,
0L,3000,2024,0000104381,000002,2024,010,2024-10-29,2024-10-18,SA,170000,,P300004,H,INR,-1381.23,-1381.23,USER005,
0L,3000,2024,0000104382,000001,2024,010,2024-10-30,2024-10-19,KR,740000,30000004,P300004,S,INR,2961.92,2961.92,USER006,
0L,3000,2024,0000104382,000002,2024,010,2024-10-30,2024-10-19,KR,160000,,P300004,H,INR,-2961.92,-2961.92,USER006,
0L,3000,2024,0000104383,000001,2024,010,2024-10-29,2024-10-24,KR,740000,30000004,P300004,S,INR,36737.14,36737.14,USER003,
0L,3000,2024,0000104383,000002,2024,010,2024-10-29,2024-10-24,KR,160000,,P300004,H,INR,-36737.14,-36737.14,USER003,
0L,3000,2024,0000104384,000001,2024,010,2024-10-31,2024-10-31,KR,740000,30000004,P300004,S,INR,6978.73,6978.73,USER004,
0L,3000,2024,0000104384,000002,2024,010,2024-10-31,2024-10-31,KR,160000,,P300004,H,INR,-6978.73,-6978.73,USER004,
0L,3000,2024,0000104385,000001,2024,010,2024-10-30,2024-10-27,KR,740000,30000004,P300004,S,INR,43817.92,43817.92,USER025,
0L,3000,2024,0000104385,000002,2024,010,2024-10-30,2024-10-27,KR,160000,,P300004,H,INR,-43817.92,-43817.92,USER025,
0L,3000,2024,0000104386,000001,2024,010,2024-10-31,2024-10-23,KR,740000,30000004,P300004,S,INR,41785.3,41785.3,USER003,
0L,3000,2024,0000104386,000002,2024,010,2024-10-31,2024-10-23,KR,160000,,P300004,H,INR,-41785.3,-41785.3,USER003,
0L,3000,2024,0000104387,000001,2024,010,2024-10-30,2024-10-29,KR,740000,30000004,P300004,S,INR,15454.31,15454.31,USER020,
0L,3000,2024,0000104387,000002,2024,010,2024-10-30,2024-10-29,KR,160000,,P300004,H,INR,-15454.31,-15454.31,USER020,
0L,3000,2024,0000104388,000001,2024,010,2024-10-15,2024-10-12,KR,700000,30000004,P300004,S,INR,14713.77,14713.77,USER031,
0L,3000,2024,0000104388,000002,2024,010,2024-10-15,2024-10-12,KR,160000,,P300004,H,INR,-14713.77,-14713.77,USER031,
0L,3000,2024,0000104389,000001,2024,010,2024-10-03,2024-09-26,KR,700000,30000004,P300004,S,INR,178431.94,178431.94,USER021,
0L,3000,2024,0000104389,000002,2024,010,2024-10-03,2024-09-26,KR,160000,,P300004,H,INR,-178431.94,-178431.94,USER021,
0L,3000,2024,0000104390,000001,2024,010,2024-10-18,2024-10-18,KR,700000,30000004,P300004,S,INR,20054.32,20054.32,USER006,
0L,3000,2024,0000104390,000002,2024,010,2024-10-18,2024-10-18,KR,160000,,P300004,H,INR,-20054.32,-20054.32,USER006,
0L,3000,2024,0000104391,000001,2024,010,2024-10-31,2024-10-30,KR,700000,30000004,P300004,S,INR,39135.77,39135.77,USER021,
0L,3000,2024,0000104391,000002,2024,010,2024-10-31,2024-10-30,KR,160000,,P300004,H,INR,-39135.77,-39135.77,USER021,
0L,3000,2024,0000104392,000001,2024,010,2024-10-29,2024-10-21,KR,700000,30000004,P300004,S,INR,50632.41,50632.41,USER030,
0L,3000,2024,0000104392,000002,2024,010,2024-10-29,2024-10-21,KR,160000,,P300004,H,INR,-50632.41,-50632.41,USER030,
0L,3000,2024,0000104393,000001,2024,010,2024-10-31,2024-10-27,KR,700000,30000004,P300004,S,INR,3919.8,3919.8,USER004,
0L,3000,2024,0000104393,000002,2024,010,2024-10-31,2024-10-27,KR,160000,,P300004,H,INR,-3919.8,-3919.8,USER004,
0L,3000,2024,0000104394,000001,2024,010,2024-10-28,2024-10-18,KR,700000,30000004,P300004,S,INR,1078.4,1078.4,USER020,
0L,3000,2024,0000104394,000002,2024,010,2024-10-28,2024-10-18,KR,160000,,P300004,H,INR,-1078.4,-1078.4,USER020,
0L,3000,2024,0000104395,000001,2024,010,2024-10-17,2024-10-13,AF,780000,30000004,P300004,S,INR,18577.06,18577.06,USER011,
0L,3000,2024,0000104395,000002,2024,010,2024-10-17,2024-10-13,AF,199000,,P300004,H,INR,-18577.06,-18577.06,USER011,
0L,3000,2024,0000104396,000001,2024,010,2024-10-30,2024-10-25,AF,780000,30000004,P300004,S,INR,77925.9,77925.9,USER030,
0L,3000,2024,0000104396,000002,2024,010,2024-10-30,2024-10-25,AF,199000,,P300004,H,INR,-77925.9,-77925.9,USER030,
0L,3000,2024,0000104397,000001,2024,010,2024-10-14,2024-10-05,AF,780000,30000004,P300004,S,INR,383663.39,383663.39,USER019,
0L,3000,2024,0000104397,000002,2024,010,2024-10-14,2024-10-05,AF,199000,,P300004,H,INR,-383663.39,-383663.39,USER019,
0L,3000,2024,0000104398,000001,2024,010,2024-10-11,2024-10-11,AF,780000,30000004,P300004,S,INR,24851.35,24851.35,USER021,
0L,3000,2024,0000104398,000002,2024,010,2024-10-11,2024-10-11,AF,199000,,P300004,H,INR,-24851.35,-24851.35,USER021,
0L,3000,2024,0000104399,000001,2024,010,2024-10-23,2024-10-12,AF,780000,30000004,P300004,S,INR,238175.0,238175.0,USER023,
0L,3000,2024,0000104399,000002,2024,010,2024-10-23,2024-10-12,AF,199000,,P300004,H,INR,-238175.0,-238175.0,USER023,
0L,3000,2024,0000104400,000001,2024,010,2024-10-29,2024-10-22,AF,780000,30000004,P300004,S,INR,44666.32,44666.32,USER032,
0L,3000,2024,0000104400,000002,2024,010,2024-10-29,2024-10-22,AF,199000,,P300004,H,INR,-44666.32,-44666.32,USER032,
0L,3000,2024,0000104401,000001,2024,010,2024-10-25,2024-10-22,DR,400000,30000005,P300001,H,INR,-128765.35,-128765.35,USER007,
0L,3000,2024,0000104401,000002,2024,010,2024-10-25,2024-10-22,DR,140000,,P300001,S,INR,128765.35,128765.35,USER007,
0L,3000,2024,0000104402,000001,2024,010,2024-10-15,2024-10-05,DR,400000,30000005,P300001,H,INR,-740192.41,-740192.41,USER003,
0L,3000,2024,0000104402,000002,2024,010,2024-10-15,2024-10-05,DR,140000,,P300001,S,INR,740192.41,740192.41,USER003,
0L,3000,2024,0000104403,000001,2024,010,2024-10-30,2024-10-21,DR,400000,30000005,P300001,H,INR,-14339370.15,-14339370.15,USER002,
0L,3000,2024,0000104403,000002,2024,010,2024-10-30,2024-10-21,DR,140000,,P300001,S,INR,14339370.15,14339370.15,USER002,
0L,3000,2024,0000104404,000001,2024,010,2024-10-30,2024-10-28,DR,400000,30000005,P300001,H,INR,-3860891.23,-3860891.23,USER035,
0L,3000,2024,0000104404,000002,2024,010,2024-10-30,2024-10-28,DR,140000,,P300001,S,INR,3860891.23,3860891.23,USER035,
0L,3000,2024,0000104405,000001,2024,010,2024-10-10,2024-10-04,DR,400000,30000005,P300001,H,INR,-847707.25,-847707.25,USER026,
0L,3000,2024,0000104405,000002,2024,010,2024-10-10,2024-10-04,DR,140000,,P300001,S,INR,847707.25,847707.25,USER026,
0L,3000,2024,0000104406,000001,2024,010,2024-10-10,2024-09-30,DR,400000,30000005,P300001,H,INR,-1799406.41,-1799406.41,USER032,
0L,3000,2024,0000104406,000002,2024,010,2024-10-10,2024-09-30,DR,140000,,P300001,S,INR,1799406.41,1799406.41,USER032,
0L,3000,2024,0000104407,000001,2024,010,2024-10-11,2024-10-06,DR,400000,30000005,P300001,H,INR,-599180.26,-599180.26,USER005,
0L,3000,2024,0000104407,000002,2024,010,2024-10-11,2024-10-06,DR,140000,,P300001,S,INR,599180.26,599180.26,USER005,
0L,3000,2024,0000104408,000001,2024,010,2024-10-31,2024-10-31,DR,410000,30000005,P300001,H,INR,-5861591.24,-5861591.24,USER019,
0L,3000,2024,0000104408,000002,2024,010,2024-10-31,2024-10-31,DR,140000,,P300001,S,INR,5861591.24,5861591.24,USER019,
0L,3000,2024,0000104409,000001,2024,010,2024-10-14,2024-10-13,DR,410000,30000005,P300001,H,INR,-444238.98,-444238.98,USER001,
0L,3000,2024,0000104409,000002,2024,010,2024-10-14,2024-10-13,DR,140000,,P300001,S,INR,444238.98,444238.98,USER001,
0L,3000,2024,0000104410,000001,2024,010,2024-10-25,2024-10-22,DR,410000,30000005,P300001,H,INR,-1153596.72,-1153596.72,USER021,
0L,3000,2024,0000104410,000002,2024,010,2024-10-25,2024-10-22,DR,140000,,P300001,S,INR,1153596.72,1153596.72,USER021,
0L,3000,2024,0000104411,000001,2024,010,2024-10-29,2024-10-26,DR,410000,30000005,P300001,H,INR,-165596.28,-165596.28,USER021,
0L,3000,2024,0000104411,000002,2024,010,2024-10-29,2024-10-26,DR,140000,,P300001,S,INR,165596.28,165596.28,USER021,
0L,3000,2024,0000104412,000001,2024,010,2024-10-31,2024-10-28,KR,700000,30000005,P300001,S,INR,92065.43,92065.43,USER014,
0L,3000,2024,0000104412,000002,2024,010,2024-10-31,2024-10-28,KR,160000,,P300001,H,INR,-92065.43,-92065.43,USER014,
0L,3000,2024,0000104413,000001,2024,010,2024-10-04,2024-09-25,KR,700000,30000005,P300001,S,INR,32334.63,32334.63,USER002,
0L,3000,2024,0000104413,000002,2024,010,2024-10-04,2024-09-25,KR,160000,,P300001,H,INR,-32334.63,-32334.63,USER002,
0L,3000,2024,0000104414,000001,2024,010,2024-10-31,2024-10-26,KR,700000,30000005,P300001,S,INR,5374.02,5374.02,USER014,
0L,3000,2024,0000104414,000002,2024,010,2024-10-31,2024-10-26,KR,160000,,P300001,H,INR,-5374.02,-5374.02,USER014,
0L,3000,2024,0000104415,000001,2024,010,2024-10-31,2024-10-25,KR,700000,30000005,P300001,S,INR,8801.48,8801.48,USER002,
0L,3000,2024,0000104415,000002,2024,010,2024-10-31,2024-10-25,KR,160000,,P300001,H,INR,-8801.48,-8801.48,USER002,
0L,3000,2024,0000104416,000001,2024,010,2024-10-15,2024-10-04,KR,700000,30000005,P300001,S,INR,5061.02,5061.02,USER011,
0L,3000,2024,0000104416,000002,2024,010,2024-10-15,2024-10-04,KR,160000,,P300001,H,INR,-5061.02,-5061.02,USER011,
0L,3000,2024,0000104417,000001,2024,010,2024-10-17,2024-10-07,KR,700000,30000005,P300001,S,INR,6353.04,6353.04,USER036,
0L,3000,2024,0000104417,000002,2024,010,2024-10-17,2024-10-07,KR,160000,,P300001,H,INR,-6353.04,-6353.04,USER036,
0L,3000,2024,0000104418,000001,2024,010,2024-10-29,2024-10-26,KR,700000,30000005,P300001,S,INR,18966.37,18966.37,USER032,
0L,3000,2024,0000104418,000002,2024,010,2024-10-29,2024-10-26,KR,160000,,P300001,H,INR,-18966.37,-18966.37,USER032,
0L,3000,2024,0000104419,000001,2024,010,2024-10-10,2024-10-07,KR,700000,30000005,P300001,S,INR,123447.54,123447.54,USER007,
0L,3000,2024,0000104419,000002,2024,010,2024-10-10,2024-10-07,KR,160000,,P300001,H,INR,-123447.54,-123447.54,USER007,
0L,3000,2024,0000104420,000001,2024,010,2024-10-11,2024-10-11,KR,700000,30000005,P300001,S,INR,17125.65,17125.65,USER027,
0L,3000,2024,0000104420,000002,2024,010,2024-10-11,2024-10-11,KR,160000,,P300001,H,INR,-17125.65,-17125.65,USER027,
0L,3000,2024,0000104421,000001,2024,010,2024-10-09,2024-10-02,KR,700000,30000005,P300001,S,INR,49795.06,49795.06,USER022,
