BUKRS,BELNR,GJAHR,MONAT,BUDAT,BLDAT,BLART,WAERS,VERSION,USNAM,STBLG,BUZEI,BSCHL,SHKZG,HKONT,KOSTL,PRCTR,DMBTR,WRBTR
3000,0000100063,2022,1,2022-01-24,2022-01-23,KR,INR,0,USER022,,1,40,S,720000,30000002,P300002,4053.17,4053.17
3000,0000100063,2022,1,2022-01-24,2022-01-23,KR,INR,0,USER022,,2,50,H,160000,,P300002,4053.17,4053.17
3000,0000100064,2022,1,2022-01-03,2021-12-27,KR,INR,0,USER031,,1,40,S,720000,30000002,P300002,33470.36,33470.36
3000,0000100064,2022,1,2022-01-03,2021-12-27,KR,INR,0,USER031,,2,50,H,160000,,P300002,33470.36,33470.36
3000,0000100065,2022,1,2022-01-31,2022-01-25,KR,INR,0,USER036,,1,40,S,720000,30000002,P300002,98719.17,98719.17
3000,0000100065,2022,1,2022-01-31,2022-01-25,KR,INR,0,USER036,,2,50,H,160000,,P300002,98719.17,98719.17
3000,0000100066,2022,1,2022-01-31,2022-01-21,KR,INR,0,USER023,,1,40,S,720000,30000002,P300002,145956.87,145956.87
3000,0000100066,2022,1,2022-01-31,2022-01-21,KR,INR,0,USER023,,2,50,H,160000,,P300002,145956.87,145956.87
3000,0000100067,2022,1,2022-01-07,2022-01-05,KR,INR,0,USER019,,1,40,S,730000,30000002,P300002,81752.23,81752.23
3000,0000100067,2022,1,2022-01-07,2022-01-05,KR,INR,0,USER019,,2,50,H,160000,,P300002,81752.23,81752.23
3000,0000100068,2022,1,2022-01-10,2022-01-06,KR,INR,0,USER026,,1,40,S,730000,30000002,P300002,13029.55,13029.55
3000,0000100068,2022,1,2022-01-10,2022-01-06,KR,INR,0,USER026,,2,50,H,160000,,P300002,13029.55,13029.55
3000,0000100069,2022,1,2022-01-31,2022-01-25,KR,INR,0,USER033,,1,40,S,730000,30000002,P300002,91453.19,91453.19
3000,0000100069,2022,1,2022-01-31,2022-01-25,KR,INR,0,USER033,,2,50,H,160000,,P300002,91453.19,91453.19
3000,0000100070,2022,1,2022-01-11,2022-01-07,AF,INR,0,USER031,,1,40,S,780000,30000002,P300002,118268.93,118268.93
3000,0000100070,2022,1,2022-01-11,2022-01-07,AF,INR,0,USER031,,2,50,H,199000,,P300002,118268.93,118268.93
3000,0000100071,2022,1,2022-01-05,2021-12-26,AF,INR,0,USER022,,1,40,S,780000,30000002,P300002,86530.62,86530.62
3000,0000100071,2022,1,2022-01-05,2021-12-26,AF,INR,0,USER022,,2,50,H,199000,,P300002,86530.62,86530.62
3000,0000100072,2022,1,2022-01-23,2022-01-19,AF,INR,0,USER012,,1,40,S,780000,30000002,P300002,114470.44,114470.44
3000,0000100072,2022,1,2022-01-23,2022-01-19,AF,INR,0,USER012,,2,50,H,199000,,P300002,114470.44,114470.44
3000,0000100073,2022,1,2022-01-31,2022-01-22,SA,INR,0,USER023,,1,40,S,600000,30000003,P300003,119223.04,119223.04
3000,0000100073,2022,1,2022-01-31,2022-01-22,SA,INR,0,USER023,,2,50,H,170000,,P300003,119223.04,119223.04
3000,0000100074,2022,1,2022-01-31,2022-01-26,SA,INR,0,USER009,,1,40,S,600000,30000003,P300003,105492.54,105492.54
3000,0000100074,2022,1,2022-01-31,2022-01-26,SA,INR,0,USER009,,2,50,H,170000,,P300003,105492.54,105492.54
3000,0000100075,2022,1,2022-01-06,2022-01-04,SA,INR,0,USER029,,1,40,S,600000,30000003,P300003,41143.51,41143.51
3000,0000100075,2022,1,2022-01-06,2022-01-04,SA,INR,0,USER029,,2,50,H,170000,,P300003,41143.51,41143.51
3000,0000100076,2022,1,2022-01-02,2021-12-30,SA,INR,0,USER009,,1,40,S,600000,30000003,P300003,64150.83,64150.83
3000,0000100076,2022,1,2022-01-02,2021-12-30,SA,INR,0,USER009,,2,50,H,170000,,P300003,64150.83,64150.83
3000,0000100077,2022,1,2022-01-18,2022-01-18,SA,INR,0,USER033,,1,40,S,600000,30000003,P300003,70351.73,70351.73
3000,0000100077,2022,1,2022-01-18,2022-01-18,SA,INR,0,USER033,,2,50,H,170000,,P300003,70351.73,70351.73
3000,0000100078,2022,1,2022-01-27,2022-01-23,SA,INR,0,USER014,,1,40,S,600000,30000003,P300003,165864.33,165864.33
3000,0000100078,2022,1,2022-01-27,2022-01-23,SA,INR,0,USER014,,2,50,H,170000,,P300003,165864.33,165864.33
3000,0000100079,2022,1,2022-01-04,2021-12-31,SA,INR,0,USER024,,1,40,S,600000,30000003,P300003,212316.52,212316.52
3000,0000100079,2022,1,2022-01-04,2021-12-31,SA,INR,0,USER024,,2,50,H,170000,,P300003,212316.52,212316.52
3000,0000100080,2022,1,2022-01-14,2022-01-09,SA,INR,0,USER022,,1,40,S,600000,30000003,P300003,82744.52,82744.52
3000,0000100080,2022,1,2022-01-14,2022-01-09,SA,INR,0,USER022,,2,50,H,170000,,P300003,82744.52,82744.52
3000,0000100081,2022,1,2022-01-14,2022-01-03,SA,INR,0,USER012,,1,40,S,610000,30000003,P300003,18961.93,18961.93
3000,0000100081,2022,1,2022-01-14,2022-01-03,SA,INR,0,USER012,,2,50,H,170000,,P300003,18961.93,18961.93
3000,0000100082,2022,1,2022-01-25,2022-01-22,SA,INR,0,USER027,,1,40,S,610000,30000003,P300003,14349.62,14349.62
3000,0000100082,2022,1,2022-01-25,2022-01-22,SA,INR,0,USER027,,2,50,H,170000,,P300003,14349.62,14349.62
3000,0000100083,2022,1,2022-01-19,2022-01-08,SA,INR,0,USER012,,1,40,S,610000,30000003,P300003,35351.92,35351.92
3000,0000100083,2022,1,2022-01-19,2022-01-08,SA,INR,0,USER012,,2,50,H,170000,,P300003,35351.92,35351.92
3000,0000100084,2022,1,2022-01-05,2021-12-26,SA,INR,0,USER013,,1,40,S,610000,30000003,P300003,2225.09,2225.09
3000,0000100084,2022,1,2022-01-05,2021-12-26,SA,INR,0,USER013,,2,50,H,170000,,P300003,2225.09,2225.09
3000,0000100085,2022,1,2022-01-04,2021-12-28,SA,INR,0,USER009,,1,40,S,610000,30000003,P300003,22472.43,22472.43
3000,0000100085,2022,1,2022-01-04,2021-12-28,SA,INR,0,USER009,,2,50,H,170000,,P300003,22472.43,22472.43
3000,0000100086,2022,1,2022-01-26,2022-01-23,SA,INR,0,USER039,,1,40,S,610000,30000003,P300003,4963.05,4963.05
3000,0000100086,2022,1,2022-01-26,2022-01-23,SA,INR,0,USER039,,2,50,H,170000,,P300003,4963.05,4963.05
3000,0000100087,2022,1,2022-01-20,2022-01-15,SA,INR,0,USER034,,1,40,S,620000,30000003,P300003,14274.73,14274.73
3000,0000100087,2022,1,2022-01-20,2022-01-15,SA,INR,0,USER034,,2,50,H,170000,,P300003,14274.73,14274.73
3000,0000100088,2022,1,2022-01-11,2022-01-06,SA,INR,0,USER033,,1,40,S,620000,30000003,P300003,75298.42,75298.42
3000,0000100088,2022,1,2022-01-11,2022-01-06,SA,INR,0,USER033,,2,50,H,170000,,P300003,75298.42,75298.42
3000,0000100089,2022,1,2022-01-29,2022-01-22,SA,INR,0,USER003,,1,40,S,620000,30000003,P300003,136989.52,136989.52
3000,0000100089,2022,1,2022-01-29,2022-01-22,SA,INR,0,USER003,,2,50,H,170000,,P300003,136989.52,136989.52
3000,0000100090,2022,1,2022-01-12,2022-01-08,KR,INR,0,USER035,,1,40,S,720000,30000003,P300003,79115.69,79115.69
3000,0000100090,2022,1,2022-01-12,2022-01-08,KR,INR,0,USER035,,2,50,H,160000,,P300003,79115.69,79115.69
3000,0000100091,2022,1,2022-01-31,2022-01-28,KR,INR,0,USER027,,1,40,S,720000,30000003,P300003,39268.32,39268.32
3000,0000100091,2022,1,2022-01-31,2022-01-28,KR,INR,0,USER027,,2,50,H,160000,,P300003,39268.32,39268.32
3000,0000100092,2022,1,2022-01-10,2022-01-06,KR,INR,0,USER039,,1,40,S,720000,30000003,P300003,118935.31,118935.31
3000,0000100092,2022,1,2022-01-10,2022-01-06,KR,INR,0,USER039,,2,50,H,160000,,P300003,118935.31,118935.31
3000,0000100093,2022,1,2022-01-26,2022-01-16,KR,INR,0,USER031,,1,40,S,720000,30000003,P300003,71720.59,71720.59
3000,0000100093,2022,1,2022-01-26,2022-01-16,KR,INR,0,USER031,,2,50,H,160000,,P300003,71720.59,71720.59
3000,0000100094,2022,1,2022-01-06,2021-12-28,KR,INR,0,USER026,,1,40,S,720000,30000003,P300003,23468.07,23468.07
3000,0000100094,2022,1,2022-01-06,2021-12-28,KR,INR,0,USER026,,2,50,H,160000,,P300003,23468.07,23468.07
3000,0000100095,2022,1,2022-01-28,2022-01-21,KR,INR,0,USER022,,1,40,S,720000,30000003,P300003,68763.95,68763.95
3000,0000100095,2022,1,2022-01-28,2022-01-21,KR,INR,0,USER022,,2,50,H,160000,,P300003,68763.95,68763.95
3000,0000100096,2022,1,2022-01-10,2022-01-10,KR,INR,0,USER037,,1,40,S,720000,30000003,P300003,2231.06,2231.06
3000,0000100096,2022,1,2022-01-10,2022-01-10,KR,INR,0,USER037,,2,50,H,160000,,P300003,2231.06,2231.06
3000,0000100097,2022,1,2022-01-24,2022-01-13,KR,INR,0,USER021,,1,40,S,720000,30000003,P300003,22919.67,22919.67
3000,0000100097,2022,1,2022-01-24,2022-01-13,KR,INR,0,USER021,,2,50,H,160000,,P300003,22919.67,22919.67
3000,0000100098,2022,1,2022-01-21,2022-01-11,KR,INR,0,USER016,,1,40,S,720000,30000003,P300003,21970.22,21970.22
3000,0000100098,2022,1,2022-01-21,2022-01-11,KR,INR,0,USER016,,2,50,H,160000,,P300003,21970.22,21970.22
3000,0000100099,2022,1,2022-01-10,2022-01-09,KR,INR,0,USER033,,1,40,S,720000,30000003,P300003,24278.79,24278.79
3000,0000100099,2022,1,2022-01-10,2022-01-09,KR,INR,0,USER033,,2,50,H,160000,,P300003,24278.79,24278.79
3000,0000100100,2022,1,2022-01-19,2022-01-13,KR,INR,0,USER037,,1,40,S,720000,30000003,P300003,53616.55,53616.55
3000,0000100100,2022,1,2022-01-19,2022-01-13,KR,INR,0,USER037,,2,50,H,160000,,P300003,53616.55,53616.55
3000,0000100101,2022,1,2022-01-12,2022-01-02,KR,INR,0,USER023,,1,40,S,740000,30000003,P300003,5094.97,5094.97
3000,0000100101,2022,1,2022-01-12,2022-01-02,KR,INR,0,USER023,,2,50,H,160000,,P300003,5094.97,5094.97
3000,0000100102,2022,1,2022-01-21,2022-01-12,KR,INR,0,USER035,,1,40,S,740000,30000003,P300003,4.08,4.08
3000,0000100102,2022,1,2022-01-21,2022-01-12,KR,INR,0,USER035,,2,50,H,160000,,P300003,4.08,4.08
3000,0000100103,2022,1,2022-01-04,2021-12-24,KR,INR,0,USER038,,1,40,S,740000,30000003,P300003,3540.14,3540.14
3000,0000100103,2022,1,2022-01-04,2021-12-24,KR,INR,0,USER038,,2,50,H,160000,,P300003,3540.14,3540.14
3000,0000100104,2022,1,2022-01-14,2022-01-12,KR,INR,0,USER002,,1,40,S,740000,30000003,P300003,20912.11,20912.11
3000,0000100104,2022,1,2022-01-14,2022-01-12,KR,INR,0,USER002,,2,50,H,160000,,P300003,20912.11,20912.11
3000,0000100105,2022,1,2022-01-28,2022-01-21,KR,INR,0,USER027,,1,40,S,740000,30000003,P300003,85765.27,85765.27
3000,0000100105,2022,1,2022-01-28,2022-01-21,KR,INR,0,USER027,,2,50,H,160000,,P300003,85765.27,85765.27
3000,0000100106,2022,1,2022-01-05,2021-12-30,KR,INR,0,USER010,,1,40,S,740000,30000003,P300003,8608.83,8608.83
3000,0000100106,2022,1,2022-01-05,2021-12-30,KR,INR,0,USER010,,2,50,H,160000,,P300003,8608.83,8608.83
3000,0000100107,2022,1,2022-01-27,2022-01-16,KR,INR,0,USER016,,1,40,S,740000,30000003,P300003,46324.98,46324.98
3000,0000100107,2022,1,2022-01-27,2022-01-16,KR,INR,0,USER016,,2,50,H,160000,,P300003,46324.98,46324.98
3000,0000100108,2022,1,2022-01-28,2022-01-20,KR,INR,0,USER025,,1,40,S,740000,30000003,P300003,4245.07,4245.07
3000,0000100108,2022,1,2022-01-28,2022-01-20,KR,INR,0,USER025,,2,50,H,160000,,P300003,4245.07,4245.07
3000,0000100109,2022,1,2022-01-21,2022-01-11,KR,INR,0,USER018,,1,40,S,750000,30000003,P300003,150718.59,150718.59
3000,0000100109,2022,1,2022-01-21,2022-01-11,KR,INR,0,USER018,,2,50,H,160000,,P300003,150718.59,150718.59
3000,0000100110,2022,1,2022-01-25,2022-01-22,KR,INR,0,USER023,,1,40,S,750000,30000003,P300003,13179.05,13179.05
3000,0000100110,2022,1,2022-01-25,2022-01-22,KR,INR,0,USER023,,2,50,H,160000,,P300003,13179.05,13179.05
3000,0000100111,2022,1,2022-01-13,2022-01-03,KR,INR,0,USER002,,1,40,S,750000,30000003,P300003,46390.45,46390.45
3000,0000100111,2022,1,2022-01-13,2022-01-03,KR,INR,0,USER002,,2,50,H,160000,,P300003,46390.45,46390.45
3000,0000100112,2022,1,2022-01-05,2021-12-31,KR,INR,0,USER002,,1,40,S,750000,30000003,P300003,117.4,117.4
3000,0000100112,2022,1,2022-01-05,2021-12-31,KR,INR,0,USER002,,2,50,H,160000,,P300003,117.4,117.4
3000,0000100113,2022,1,2022-01-31,2022-01-28,KR,INR,0,USER029,,1,40,S,750000,30000003,P300003,143239.91,143239.91
3000,0000100113,2022,1,2022-01-31,2022-01-28,KR,INR,0,USER029,,2,50,H,160000,,P300003,143239.91,143239.91
3000,0000100114,2022,1,2022-01-31,2022-01-25,KR,INR,0,USER008,,1,40,S,750000,30000003,P300003,38952.79,38952.79
3000,0000100114,2022,1,2022-01-31,2022-01-25,KR,INR,0,USER008,,2,50,H,160000,,P300003,38952.79,38952.79
3000,0000100115,2022,1,2022-01-21,2022-01-14,AF,INR,0,USER018,,1,40,S,780000,30000003,P300003,288704.93,288704.93
3000,0000100115,2022,1,2022-01-21,2022-01-14,AF,INR,0,USER018,,2,50,H,199000,,P300003,288704.93,288704.93
3000,0000100116,2022,1,2022-01-24,2022-01-15,SA,INR,0,USER020,,1,40,S,600000,30000004,P300004,2617.39,2617.39
3000,0000100116,2022,1,2022-01-24,2022-01-15,SA,INR,0,USER020,,2,50,H,170000,,P300004,2617.39,2617.39
3000,0000100117,2022,1,2022-01-26,2022-01-16,SA,INR,0,USER007,,1,40,S,600000,30000004,P300004,182029.42,182029.42
3000,0000100117,2022,1,2022-01-26,2022-01-16,SA,INR,0,USER007,,2,50,H,170000,,P300004,182029.42,182029.42
3000,0000100118,2022,1,2022-01-05,2021-12-28,SA,INR,0,USER024,,1,40,S,600000,30000004,P300004,21885.11,21885.11
3000,0000100118,2022,1,2022-01-05,2021-12-28,SA,INR,0,USER024,,2,50,H,170000,,P300004,21885.11,21885.11
3000,0000100119,2022,1,2022-01-31,2022-01-24,SA,INR,0,USER013,,1,40,S,600000,30000004,P300004,46067.2,46067.2
3000,0000100119,2022,1,2022-01-31,2022-01-24,SA,INR,0,USER013,,2,50,H,170000,,P300004,46067.2,46067.2
3000,0000100120,2022,1,2022-01-29,2022-01-21,SA,INR,0,USER010,,1,40,S,600000,30000004,P300004,86722.69,86722.69
3000,0000100120,2022,1,2022-01-29,2022-01-21,SA,INR,0,USER010,,2,50,H,170000,,P300004,86722.69,86722.69
3000,0000100121,2022,1,2022-01-24,2022-01-15,SA,INR,0,USER018,,1,40,S,600000,30000004,P300004,291282.24,291282.24
3000,0000100121,2022,1,2022-01-24,2022-01-15,SA,INR,0,USER018,,2,50,H,170000,,P300004,291282.24,291282.24
3000,0000100122,2022,1,2022-01-18,2022-01-13,SA,INR,0,USER023,,1,40,S,600000,30000004,P300004,543251.41,543251.41
3000,0000100122,2022,1,2022-01-18,2022-01-13,SA,INR,0,USER023,,2,50,H,170000,,P300004,543251.41,543251.41
3000,0000100123,2022,1,2022-01-06,2022-01-05,SA,INR,0,USER015,,1,40,S,600000,30000004,P300004,33000.14,33000.14
3000,0000100123,2022,1,2022-01-06,2022-01-05,SA,INR,0,USER015,,2,50,H,170000,,P300004,33000.14,33000.14
3000,0000100124,2022,1,2022-01-29,2022-01-23,SA,INR,0,USER029,,1,40,S,620000,30000004,P300004,6272.44,6272.44
3000,0000100124,2022,1,2022-01-29,2022-01-23,SA,INR,0,USER029,,2,50,H,170000,,P300004,6272.44,6272.44
3000,0000100125,2022,1,2022-01-31,2022-01-27,SA,INR,0,USER026,,1,40,S,620000,30000004,P300004,54128.19,54128.19
3000,0000100125,2022,1,2022-01-31,2022-01-27,SA,INR,0,USER026,,2,50,H,170000,,P300004,54128.19,54128.19
3000,0000100126,2022,1,2022-01-31,2022-01-28,SA,INR,0,USER021,,1,40,S,620000,30000004,P300004,68428.65,68428.65
3000,0000100126,2022,1,2022-01-31,2022-01-28,SA,INR,0,USER021,,2,50,H,170000,,P300004,68428.65,68428.65
3000,0000100127,2022,1,2022-01-24,2022-01-17,KR,INR,0,USER025,,1,40,S,740000,30000004,P300004,139.92,139.92
3000,0000100127,2022,1,2022-01-24,2022-01-17,KR,INR,0,USER025,,2,50,H,160000,,P300004,139.92,139.92
3000,0000100128,2022,1,2022-01-31,2022-01-24,KR,INR,0,USER002,,1,40,S,740000,30000004,P300004,1628.08,1628.08
3000,0000100128,2022,1,2022-01-31,2022-01-24,KR,INR,0,USER002,,2,50,H,160000,,P300004,1628.08,1628.08
3000,0000100129,2022,1,2022-01-28,2022-01-17,KR,INR,0,USER034,,1,40,S,740000,30000004,P300004,19874.89,19874.89
3000,0000100129,2022,1,2022-01-28,2022-01-17,KR,INR,0,USER034,,2,50,H,160000,,P300004,19874.89,19874.89
3000,0000100130,2022,1,2022-01-26,2022-01-26,KR,INR,0,USER017,,1,40,S,740000,30000004,P300004,26745.54,26745.54
3000,0000100130,2022,1,2022-01-26,2022-01-26,KR,INR,0,USER017,,2,50,H,160000,,P300004,26745.54,26745.54
3000,0000100131,2022,1,2022-01-18,2022-01-10,KR,INR,0,USER029,,1,40,S,740000,30000004,P300004,10246.67,10246.67
3000,0000100131,2022,1,2022-01-18,2022-01-10,KR,INR,0,USER029,,2,50,H,160000,,P300004,10246.67,10246.67
3000,0000100132,2022,1,2022-01-19,2022-01-17,KR,INR,0,USER002,,1,40,S,740000,30000004,P300004,525.58,525.58
3000,0000100132,2022,1,2022-01-19,2022-01-17,KR,INR,0,USER002,,2,50,H,160000,,P300004,525.58,525.58
3000,0000100133,2022,1,2022-01-14,2022-01-03,KR,INR,0,USER035,,1,40,S,740000,30000004,P300004,2197.83,2197.83
3000,0000100133,2022,1,2022-01-14,2022-01-03,KR,INR,0,USER035,,2,50,H,160000,,P300004,2197.83,2197.83
3000,0000100134,2022,1,2022-01-31,2022-01-23,KR,INR,0,USER018,,1,40,S,740000,30000004,P300004,31233.76,31233.76
3000,0000100134,2022,1,2022-01-31,2022-01-23,KR,INR,0,USER018,,2,50,H,160000,,P300004,31233.76,31233.76
3000,0000100135,2022,1,2022-01-20,2022-01-13,KR,INR,0,USER034,,1,40,S,700000,30000004,P300004,12727.75,12727.75
3000,0000100135,2022,1,2022-01-20,2022-01-13,KR,INR,0,USER034,,2,50,H,160000,,P300004,12727.75,12727.75
3000,0000100136,2022,1,2022-01-31,2022-01-27,KR,INR,0,USER005,,1,40,S,700000,30000004,P300004,13139.77,13139.77
3000,0000100136,2022,1,2022-01-31,2022-01-27,KR,INR,0,USER005,,2,50,H,160000,,P300004,13139.77,13139.77
3000,0000100137,2022,1,2022-01-31,2022-01-31,KR,INR,0,USER021,,1,40,S,700000,30000004,P300004,71733.59,71733.59
3000,0000100137,2022,1,2022-01-31,2022-01-31,KR,INR,0,USER021,,2,50,H,160000,,P300004,71733.59,71733.59
3000,0000100138,2022,1,2022-01-07,2022-01-03,KR,INR,0,USER011,,1,40,S,700000,30000004,P300004,31885.49,31885.49
3000,0000100138,2022,1,2022-01-07,2022-01-03,KR,INR,0,USER011,,2,50,H,160000,,P300004,31885.49,31885.49
3000,0000100139,2022,1,2022-01-24,2022-01-17,KR,INR,0,USER027,,1,40,S,700000,30000004,P300004,49151.41,49151.41
3000,0000100139,2022,1,2022-01-24,2022-01-17,KR,INR,0,USER027,,2,50,H,160000,,P300004,49151.41,49151.41
3000,0000100140,2022,1,2022-01-27,2022-01-24,AF,INR,0,USER003,,1,40,S,780000,30000004,P300004,20884.66,20884.66
3000,0000100140,2022,1,2022-01-27,2022-01-24,AF,INR,0,USER003,,2,50,H,199000,,P300004,20884.66,20884.66
3000,0000100141,2022,1,2022-01-07,2022-01-03,AF,INR,0,USER005,,1,40,S,780000,30000004,P300004,17424.15,17424.15
3000,0000100141,2022,1,2022-01-07,2022-01-03,AF,INR,0,USER005,,2,50,H,199000,,P300004,17424.15,17424.15
3000,0000100142,2022,1,2022-01-21,2022-01-13,AF,INR,0,USER038,,1,40,S,780000,30000004,P300004,139751.09,139751.09
3000,0000100142,2022,1,2022-01-21,2022-01-13,AF,INR,0,USER038,,2,50,H,199000,,P300004,139751.09,139751.09
3000,0000100143,2022,1,2022-01-31,2022-01-26,AF,INR,0,USER010,,1,40,S,780000,30000004,P300004,56818.88,56818.88
3000,0000100143,2022,1,2022-01-31,2022-01-26,AF,INR,0,USER010,,2,50,H,199000,,P300004,56818.88,56818.88
3000,0000100144,2022,1,2022-01-14,2022-01-09,AF,INR,0,USER038,,1,40,S,780000,30000004,P300004,9156.29,9156.29
3000,0000100144,2022,1,2022-01-14,2022-01-09,AF,INR,0,USER038,,2,50,H,199000,,P300004,9156.29,9156.29
3000,0000100145,2022,1,2022-01-31,2022-01-30,AF,INR,0,USER027,,1,40,S,780000,30000004,P300004,472.87,472.87
3000,0000100145,2022,1,2022-01-31,2022-01-30,AF,INR,0,USER027,,2,50,H,199000,,P300004,472.87,472.87
3000,0000100146,2022,1,2022-01-27,2022-01-26,AF,INR,0,USER012,,1,40,S,780000,30000004,P300004,17253.38,17253.38
3000,0000100146,2022,1,2022-01-27,2022-01-26,AF,INR,0,USER012,,2,50,H,199000,,P300004,17253.38,17253.38
3000,0000100147,2022,1,2022-01-12,2022-01-07,AF,INR,0,USER015,,1,40,S,780000,30000004,P300004,4296.06,4296.06
3000,0000100147,2022,1,2022-01-12,2022-01-07,AF,INR,0,USER015,,2,50,H,199000,,P300004,4296.06,4296.06
3000,0000100148,2022,1,2022-01-05,2022-01-03,AF,INR,0,USER031,,1,40,S,780000,30000004,P300004,12020.03,12020.03
3000,0000100148,2022,1,2022-01-05,2022-01-03,AF,INR,0,USER031,,2,50,H,199000,,P300004,12020.03,12020.03
3000,0000100149,2022,1,2022-01-31,2022-01-23,AF,INR,0,USER017,,1,40,S,780000,30000004,P300004,248891.01,248891.01
3000,0000100149,2022,1,2022-01-31,2022-01-23,AF,INR,0,USER017,,2,50,H,199000,,P300004,248891.01,248891.01
3000,0000100150,2022,1,2022-01-18,2022-01-13,AF,INR,0,USER003,,1,40,S,780000,30000004,P300004,110769.68,110769.68
3000,0000100150,2022,1,2022-01-18,2022-01-13,AF,INR,0,USER003,,2,50,H,199000,,P300004,110769.68,110769.68
3000,0000100151,2022,1,2022-01-10,2022-01-10,DR,INR,0,USER021,,1,50,H,400000,30000005,P300001,8485484.93,8485484.93
3000,0000100151,2022,1,2022-01-10,2022-01-10,DR,INR,0,USER021,,2,40,S,140000,,P300001,8485484.93,8485484.93
3000,0000100152,2022,1,2022-01-31,2022-01-22,DR,INR,0,USER027,,1,50,H,400000,30000005,P300001,236339.76,236339.76
3000,0000100152,2022,1,2022-01-31,2022-01-22,DR,INR,0,USER027,,2,40,S,140000,,P300001,236339.76,236339.76
3000,0000100153,2022,1,2022-01-31,2022-01-29,DR,INR,0,USER024,,1,50,H,400000,30000005,P300001,979702.74,979702.74
3000,0000100153,2022,1,2022-01-31,2022-01-29,DR,INR,0,USER024,,2,40,S,140000,,P300001,979702.74,979702.74
3000,0000100154,2022,1,2022-01-04,2021-12-25,DR,INR,0,USER008,,1,50,H,400000,30000005,P300001,70519.77,70519.77
3000,0000100154,2022,1,2022-01-04,2021-12-25,DR,INR,0,USER008,,2,40,S,140000,,P300001,70519.77,70519.77
3000,0000100155,2022,1,2022-01-21,2022-01-10,DR,INR,0,USER026,,1,50,H,400000,30000005,P300001,412933.67,412933.67
3000,0000100155,2022,1,2022-01-21,2022-01-10,DR,INR,0,USER026,,2,40,S,140000,,P300001,412933.67,412933.67
3000,0000100156,2022,1,2022-01-31,2022-01-30,DR,INR,0,USER013,,1,50,H,400000,30000005,P300001,4425233.82,4425233.82
3000,0000100156,2022,1,2022-01-31,2022-01-30,DR,INR,0,USER013,,2,40,S,140000,,P300001,4425233.82,4425233.82
3000,0000100157,2022,1,2022-01-31,2022-01-21,DR,INR,0,USER014,,1,50,H,400000,30000005,P300001,20292.22,20292.22
3000,0000100157,2022,1,2022-01-31,2022-01-21,DR,INR,0,USER014,,2,40,S,140000,,P300001,20292.22,20292.22
3000,0000100158,2022,1,2022-01-27,2022-01-23,DR,INR,0,USER032,,1,50,H,410000,30000005,P300001,194576.84,194576.84
3000,0000100158,2022,1,2022-01-27,2022-01-23,DR,INR,0,USER032,,2,40,S,140000,,P300001,194576.84,194576.84
3000,0000100159,2022,1,2022-01-24,2022-01-22,DR,INR,0,USER022,,1,50,H,410000,30000005,P300001,916415.55,916415.55
3000,0000100159,2022,1,2022-01-24,2022-01-22,DR,INR,0,USER022,,2,40,S,140000,,P300001,916415.55,916415.55
3000,0000100160,2022,1,2022-01-26,2022-01-26,DR,INR,0,USER029,,1,50,H,410000,30000005,P300001,1114447.5,1114447.5
3000,0000100160,2022,1,2022-01-26,2022-01-26,DR,INR,0,USER029,,2,40,S,140000,,P300001,1114447.5,1114447.5
3000,0000100161,2022,1,2022-01-11,2022-01-10,DR,INR,0,USER037,,1,50,H,410000,30000005,P300001,3313534.54,3313534.54
3000,0000100161,2022,1,2022-01-11,2022-01-10,DR,INR,0,USER037,,2,40,S,140000,,P300001,3313534.54,3313534.54
3000,0000100162,2022,1,2022-01-04,2021-12-30,KR,INR,0,USER001,,1,40,S,700000,30000005,P300001,76538.69,76538.69
3000,0000100162,2022,1,2022-01-04,2021-12-30,KR,INR,0,USER001,,2,50,H,160000,,P300001,76538.69,76538.69
3000,0000100163,2022,1,2022-01-21,2022-01-10,KR,INR,0,USER035,,1,40,S,700000,30000005,P300001,43629.01,43629.01
3000,0000100163,2022,1,2022-01-21,2022-01-10,KR,INR,0,USER035,,2,50,H,160000,,P300001,43629.01,43629.01
3000,0000100164,2022,1,2022-01-07,2022-01-03,KR,INR,0,USER032,,1,40,S,700000,30000005,P300001,155978.43,155978.43
3000,0000100164,2022,1,2022-01-07,2022-01-03,KR,INR,0,USER032,,2,50,H,160000,,P300001,155978.43,155978.43
3000,0000100165,2022,1,2022-01-10,2022-01-04,KR,INR,0,USER002,,1,40,S,700000,30000005,P300001,36501.42,36501.42
3000,0000100165,2022,1,2022-01-10,2022-01-04,KR,INR,0,USER002,,2,50,H,160000,,P300001,36501.42,36501.42
3000,0000100166,2022,1,2022-01-10,2022-01-07,KR,INR,0,USER003,,1,40,S,700000,30000005,P300001,2259.83,2259.83
3000,0000100166,2022,1,2022-01-10,2022-01-07,KR,INR,0,USER003,,2,50,H,160000,,P300001,2259.83,2259.83
3000,0000100167,2022,1,2022-01-05,2022-01-04,KR,INR,0,USER003,,1,40,S,710000,30000005,P300001,158371.72,158371.72
3000,0000100167,2022,1,2022-01-05,2022-01-04,KR,INR,0,USER003,,2,50,H,160000,,P300001,158371.72,158371.72
3000,0000100168,2022,1,2022-01-27,2022-01-18,KR,INR,0,USER012,,1,40,S,710000,30000005,P300001,482327.65,482327.65
3000,0000100168,2022,1,2022-01-27,2022-01-18,KR,INR,0,USER012,,2,50,H,160000,,P300001,482327.65,482327.65
